FormFK,QuestionID,QuestionKey,question,QuestionTitle,GroupTitle,stage,choice set,choice set description,choice,choice description
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,162,GG0170B2-ADMISSION*,Sit to lying: The ability to move from sitting on side of bed to lying flat on the bed.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
146,163,GG0170C1-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),1. Admission Performance,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),9,"Not applicable - Not attempted and the patient did not perform this activity prior to the current illness, exacerbation, or injury."
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),1,"Dependent - Helper does ALL of the effort. Patient does none of the effort to complete the activity. Or, the assistance of 2 or more helpers is required for the patient to complete the activity."
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),10,"Not attempted due to environmental limitations (e.g., lack of equipment, weather constraints)"
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),2,Substantial/maximal assistance - Helper does MORE THAN HALF the effort. Helper lifts or holds trunk or limbs and provides more than half the effort.
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),3,"Partial/moderate assistance - Helper does LESS THAN HALF the effort. Helper lifts, holds or supports trunk or limbs, but provides less than half the effort."
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),4,Supervision or touching assistance - Helper provides verbal cues and/or touching/steadying and/or contact guard assistance as patient completes activity. Assistance may be provided throughout the activity or intermittently.
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),5,Setup or clean-up assistance - Helper sets up or cleans up; patient completes activity. Helper assists only prior to or following the activity.
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),6,Independent - Patient completes the activity by him/herself with no assistance from a helper.
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),7,Patient refused
146,164,GG0170C2-ADMISSION*,Lying to sitting on side of bed: The ability to move from lying on the back to sitting on the side of the bed with no back support.,Mobility (3-day assessment period),2. Discharge Goal,Follow up,GG0130/GG0170,Self-Care or Mobility (3-day assessment period),88,Not attempted due to medical condition or safety concerns
